P,3,7,1283,614.11
P,3,7,1731,562.28
P,3,7,312,1506.19
P,3,7,323,4974.97
P,2,8,1791,897.62
P,3,7,1251,9.68
N,938,3,7,14
60391,3,4
5180,3,2
31460,3,3
24243,3,6
89727,3,10
97894,3,9
39910,3,6
63204,3,5
72631,3,8
87710,3,9
4149,3,6
32484,3,6
47141,3,6
23766,3,3
N,707,3,7,8
5191,3,2
54951,3,9
28231,3,5
31811,3,7
41812,3,4
20071,3,6
46805,3,5
36503,3,2
N,64,3,7,15
6213,3,4
64938,3,5
96935,3,6
29407,3,10
32358,3,6
64606,3,9
16057,3,8
88532,3,3
98019,3,2
93919,3,8
46309,3,2
46052,3,3
88739,3,1
61159,3,8
1603,3,2
N,331,3,7,14
6147,3,3
48797,3,8
64999,3,3
31781,3,3
3623,3,1
82647,3,2
30421,3,6
71870,3,7
26339,3,5
95029,3,1
84610,3,7
48797,3,6
74820,3,2
12345,3,8
P,3,7,1793,2004.12
N,329,3,7,8
16103,3,4
24211,3,3
89700,3,9
89702,3,6
31403,3,2
9815,3,5
32454,3,5
81383,3,10
N,263,3,7,17
3570,3,2
48327,3,7
81534,3,4
5703,3,3
44371,3,8
29415,3,6
57055,3,3
16103,3,8
94911,3,1
56519,3,2
73311,3,5
9430,3,8
5885,3,4
73349,3,5
98013,3,1
62820,3,5
63716,3,6
N,1795,3,7,17
25057,3,2
21159,3,8
85415,3,5
97719,3,4
29735,3,3
30055,3,10
88807,3,7
56549,3,6
56997,3,1
95463,3,10
21842,3,10
24030,3,5
48291,3,5
32471,3,1
56027,3,4
5593,3,9
97939,3,9
N,2305,3,7,13
38561,3,10
43996,3,2
61663,3,9
64231,3,8
32487,3,5
38342,3,5
85607,3,7
1847,3,2
73431,3,3
14051,3,2
19551,3,9
89806,3,9
95719,3,2
N,59,3,7,18
15074,3,10
77254,3,5
40485,3,8
77493,3,5
14311,3,3
46675,3,7
77287,3,9
59111,3,1
81089,3,3
64046,3,5
44231,3,7
19685,3,5
60735,3,9
47329,3,7
81569,3,2
24102,3,9
40639,3,9
32481,3,3
N,962,3,7,13
40547,3,10
89767,3,2
46741,3,5
50389,3,4
55767,3,1
40157,3,1
65231,3,5
92255,3,7
81606,3,9
55003,3,3
32287,3,5
48679,3,7
2111,3,5
N,331,3,7,8
6215,3,4
68767,3,7
44770,3,9
23782,3,4
40675,3,1
23719,3,2
73445,3,1
48868,3,2
N,1019,3,7,9
72934,3,1
16099,3,6
40422,3,6
30311,3,9
11747,3,4
14039,3,8
32479,3,9
79863,3,8
36070,3,3
N,234,3,7,13
8238,3,6
20198,3,5
70866,3,3
95972,3,4
48837,3,10
35559,3,5
45717,3,10
48737,3,3
40657,3,1
64071,3,6
5959,3,10
57054,3,3
48575,3,4
N,851,3,7,15
60773,3,8
46819,3,1
24733,3,5
80851,3,7
5431,3,6
55398,3,10
28257,3,8
89526,1,4
27619,3,4
40675,3,7
44215,3,3
37605,3,1
6070,3,2
63197,3,3
89575,3,1
N,294,3,7,18
14471,3,3
19925,3,1
95964,3,4
36411,3,7
99989,3,2
6207,3,8
32358,3,9
40675,3,5
11417,3,3
48295,3,1
81370,3,8
46802,3,3
32231,3,4
71271,3,6
56807,3,6
24283,3,5
44643,3,3
69303,3,4
N,722,3,7,15
85479,3,1
39875,3,8
72407,3,7
9127,3,2
15973,3,3
34788,3,1
23495,3,2
6205,3,4
81622,3,4
55003,3,7
24231,3,9
32485,3,9
16000,3,7
10908,3,4
72933,3,6
N,2243,3,7,9
22221,3,6
9647,3,3
95957,3,8
56925,3,8
8071,3,10
57050,3,4
79377,3,5
89305,3,3
57022,3,10
N,1089,3,7,10
85605,3,7
27833,3,5
20135,3,2
89812,3,7
11905,3,10
61078,3,8
52927,3,1
48334,3,2
81482,3,5
38101,6,4
N,2115,3,7,18
89815,3,8
46423,3,6
54973,3,2
81534,3,3
79455,3,9
88501,3,6
93927,3,4
97759,3,6
81199,3,6
12007,3,4
30309,3,1
40158,3,1
75079,3,2
19943,3,7
85223,3,9
3269,3,9
89247,3,6
23223,3,5
N,1219,3,7,6
92767,3,8
56157,3,1
54597,3,2
48867,3,9
34253,3,7
14823,3,10
N,2816,3,7,14
10877,3,10
72151,3,8
73318,3,8
40615,3,7
27877,3,3
80743,3,1
95799,3,5
30343,3,1
71398,3,6
16100,3,10
10499,3,3
24151,3,8
12103,3,8
64445,3,9
N,1707,3,7,6
56924,3,2
81603,3,8
79527,3,8
28388,3,10
89828,3,9
82645,3,3
N,1133,3,7,20
16071,3,4
30695,3,8
97501,3,9
57025,3,9
30321,3,3
45468,3,2
57015,3,4
97759,3,9
31319,3,7
1091,3,10
14043,3,1
96999,3,9
50912,3,1
40679,7,7
71399,3,9
89831,3,7
89499,3,5
74151,3,7
56645,3,4
3911,6,6
P,1,1,2035,2466.53
P,3,7,1835,2288.74
I,3,7,29
D,3,1
D,3,3
D,3,6
P,7,6,329,3642.99
P,3,7,1233,3928.37
I,3,7,49
D,3,7
D,3,5
D,3,5
D,3,9
D,3,5
P,3,7,265,3936.83
P,3,7,2275,498.68
P,3,7,2179,4401.22
P,3,7,2307,4639.96
P,3,7,2274,2886.99
P,3,7,2283,3016.53
P,3,7,497,2356.35
P,3,7,2939,4056.08
P,3,7,1027,1226.44
P,3,7,295,4729.84
P,3,7,2935,2789.0
P,3,7,2307,1778.52
O,3,7,684
P,3,7,963,3664.15
P,3,7,761,871.0
P,3,7,2547,3879.59
P,3,7,198,1430.9
P,3,7,2306,627.2
P,4,10,508,3345.18
P,3,7,202,691.33
P,3,7,307,4030.54
P,3,7,761,4170.22
P,3,7,2563,3618.55
P,3,7,2292,2502.06
P,3,7,2178,2658.65
P,6,5,451,2724.64
P,3,7,2807,2307.14
P,3,7,2035,2621.38
P,5,8,1283,3116.19
P,3,7,769,4328.03
P,3,7,2287,4877.18
P,3,7,1267,3463.08
P,3,7,327,910.71
P,3,7,240,4205.08
P,3,7,1243,1095.77
P,7,2,1403,956.69
P,3,7,327,3683.53
P,3,7,2819,1492.49
N,2689,3,7,6
6115,3,6
40615,3,6
6022,3,5
46491,3,9
40453,3,7
52645,3,9
P,3,7,2979,524.02
P,3,7,499,895.89
P,3,7,728,4405.78
P,1,1,155,4394.12
P,3,7,1017,694.36
P,3,7,1280,2812.74
P,3,7,2979,3940.55
P,3,7,579,3580.78
P,3,7,267,4696.98
P,3,7,315,4506.17
N,1627,3,7,5
40671,3,5
55523,3,7
14981,3,7
87338,3,6
22245,3,2
N,2563,3,7,19
87507,3,5
14991,3,1
20180,3,7
1734,3,4
68271,3,10
48806,3,10
98019,3,7
10454,3,8
48483,3,1
10340,3,2
79751,3,9
20055,3,4
32229,3,10
86139,3,9
4069,3,4
6197,3,10
93666,3,2
73447,3,8
45761,3,10
N,327,3,7,15
64902,3,3
22245,3,10
88167,3,3
79335,3,3
79079,3,6
69323,3,2
89763,3,6
56433,3,3
85607,3,8
55780,3,7
90079,3,10
97511,3,6
64975,3,3
48483,3,2
9183,3,2
N,2298,3,7,20
73447,3,10
75484,3,3
88743,3,3
54755,3,9
44647,3,6
22246,3,8
6179,3,5
72927,3,9
99908,3,3
5689,3,5
92639,3,4
75231,3,3
14093,3,6
55007,3,7
50631,3,8
23779,3,10
48679,3,7
24135,3,9
23269,3,3
89239,3,10
N,1023,3,7,13
89564,3,5
78534,3,5
80231,3,2
44639,3,1
81639,3,6
11237,3,2
32229,3,2
6190,3,3
6214,3,3
15062,3,7
11983,3,6
40355,3,7
81126,3,3
N,1918,3,7,12
57055,3,7
9822,3,4
30927,3,5
65238,3,4
72919,4,9
45959,3,1
11862,3,1
5813,3,8
3654,3,10
22099,3,5
27807,3,3
24198,3,3
N,2243,3,7,14
98017,3,7
97638,3,5
52966,3,4
2781,3,10
72103,3,5
48861,3,8
70375,3,5
23757,3,2
77525,3,7
15470,3,1
57047,3,5
5999,3,6
98015,3,9
24291,3,8
N,1217,3,7,16
17895,3,7
73431,3,8
89799,3,1
34461,3,5
46807,3,3
3011,3,9
89763,3,10
28359,3,10
23331,3,9
29479,3,2
25927,3,7
5142,3,1
13517,3,6
34527,3,3
37543,3,10
87399,3,4
N,1027,3,7,8
86903,3,8
48729,3,7
89623,3,10
12644,3,5
39654,3,6
50599,3,2
79591,3,7
30695,3,1
N,2051,3,7,6
81510,3,9
71266,3,3
54851,3,2
14032,3,5
81119,3,2
85399,3,1
N,267,3,7,8
4935,3,10
48868,3,8
44379,3,2
98015,3,2
2739,3,5
48861,3,7
48807,3,1
73366,3,2
N,331,3,7,12
37943,3,5
89831,3,5
89759,3,1
47846,3,9
89567,3,4
35906,3,4
14951,3,2
37537,3,7
39799,3,7
23931,3,3
