N,762,7,7,7
11685,7,2
32465,7,4
30935,7,6
6086,7,3
48518,7,8
79495,7,4
15585,7,3
P,7,7,2553,1934.85
P,7,7,1265,1944.26
P,7,7,203,5.44
P,7,7,2179,416.01
P,7,7,1109,6.76
S,7,7,15,21
S,7,7,14,24
S,7,7,15,33
S,7,7,17,33
S,7,7,13,24
S,7,7,15,39
S,7,7,12,47
S,7,7,16,33
S,7,7,19,40
S,7,7,12,48
S,7,7,11,21
S,7,7,17,47
S,7,7,17,23
S,7,7,12,27
S,7,7,11,20
S,7,7,19,32
S,7,7,12,30
S,7,7,12,33
S,7,7,18,49
S,7,7,16,43
S,7,7,13,30
S,7,7,20,48
S,7,7,18,28
S,7,7,17,40
S,7,7,18,47
S,7,7,20,50
S,7,7,11,42
S,7,7,17,48
S,7,7,19,20
S,7,7,15,39
S,7,7,16,30
S,7,7,17,49
S,7,7,12,26
S,7,7,10,20
S,7,7,12,22
S,7,7,11,42
S,7,7,19,44
S,7,7,20,42
S,7,7,16,35
S,7,7,19,39
S,7,7,11,43
S,7,7,11,26
S,7,7,15,22
S,7,7,20,47
S,7,7,10,49
S,7,7,10,29
S,7,7,19,44
S,7,7,15,28
S,7,7,17,34
S,7,7,20,36
S,7,7,15,41
S,7,7,15,23
S,7,7,10,30
S,7,7,14,37
S,7,7,19,43
S,7,7,16,41
S,7,7,17,28
S,7,7,15,47
S,7,7,17,44
S,7,7,14,29
S,7,7,10,29
S,7,7,14,24
S,7,7,17,32
S,7,7,12,21
S,7,7,14,27
S,7,7,19,22
S,7,7,15,22
S,7,7,17,50
S,7,7,20,50
S,7,7,16,28
S,7,7,11,44
S,7,7,13,28
S,7,7,11,34
S,7,7,13,38
S,7,7,17,39
S,7,7,12,45
S,7,7,13,24
S,7,7,17,20
S,7,7,11,50
S,7,7,15,47
S,7,7,18,22
S,7,7,15,29
S,7,7,15,38
S,7,7,16,38
S,7,7,11,48
S,7,7,16,27
S,7,7,12,22
S,7,7,10,40
S,7,7,13,40
S,7,7,20,40
S,7,7,10,27
S,7,7,12,49
S,7,7,17,27
S,7,7,12,27
S,7,7,12,28
S,7,7,11,28
S,7,7,14,43
S,7,7,16,47
S,7,7,13,26
S,7,7,10,42
S,7,7,14,26
S,7,7,16,35
S,7,7,17,32
S,7,7,15,31
S,7,7,15,40
S,7,7,14,31
S,7,7,12,41
S,7,7,19,45
S,7,7,12,26
S,7,7,11,37
S,7,7,14,32
S,7,7,14,41
S,7,7,19,34
S,7,7,10,43
S,7,7,11,20
S,7,7,15,43
S,7,7,12,40
S,7,7,16,49
S,7,7,15,42
S,7,7,20,47
S,7,7,10,40
S,7,7,15,25
S,7,7,13,41
S,7,7,10,36
S,7,7,14,49
S,7,7,10,30
S,7,7,12,33
S,7,7,11,27
S,7,7,14,38
S,7,7,11,47
S,7,7,15,50
S,7,7,16,26
S,7,7,13,34
S,7,7,12,41
S,7,7,18,36
S,7,7,13,43
S,7,7,17,26
S,7,7,11,49
S,7,7,13,38
S,7,7,15,38
S,7,7,11,28
S,7,7,16,47
S,7,7,13,20
S,7,7,17,50
S,7,7,10,24
S,7,7,18,46
S,7,7,16,23
S,7,7,15,47
S,7,7,19,42
S,7,7,14,24
S,7,7,15,34
S,7,7,15,34
S,7,7,15,32
S,7,7,18,41
S,7,7,18,20
S,7,7,18,47
S,7,7,19,37
S,7,7,12,28
S,7,7,15,26
S,7,7,11,21
S,7,7,16,37
S,7,7,14,49
S,7,7,12,33
S,7,7,15,37
S,7,7,16,21
S,7,7,11,33
S,7,7,14,29
S,7,7,11,28
S,7,7,20,41
S,7,7,19,42
S,7,7,10,34
S,7,7,10,44
S,7,7,19,42
S,7,7,16,26
S,7,7,17,26
S,7,7,10,33
S,7,7,10,27
S,7,7,12,47
S,7,7,17,23
S,7,7,17,34
S,7,7,19,49
S,7,7,16,41
S,7,7,11,32
S,7,7,13,22
S,7,7,19,38
S,7,7,18,30
S,7,7,16,32
S,7,7,10,45
S,7,7,10,29
S,7,7,19,33
S,7,7,11,37
S,7,7,12,32
S,7,7,16,33
S,7,7,18,28
S,7,7,11,27
S,7,7,15,50
S,7,7,13,30
S,7,7,19,28
S,7,7,16,28
S,7,7,12,25
S,7,7,17,25
S,7,7,10,33
S,7,7,18,27
S,7,7,10,34
S,7,7,15,43
S,7,7,14,21
S,7,7,11,20
S,7,7,11,44
S,7,7,14,50
S,7,7,12,42
S,7,7,15,25
S,7,7,10,29
S,7,7,12,38
S,7,7,17,24
S,7,7,15,49
S,7,7,17,21
S,7,7,19,25
S,7,7,14,23
S,7,7,16,21
S,7,7,13,34
S,7,7,15,47
S,7,7,10,32
S,7,7,12,20
S,7,7,19,48
S,7,7,18,28
S,7,7,16,32
S,7,7,14,22
S,7,7,13,31
S,7,7,19,22
S,7,7,17,29
S,7,7,10,24
S,7,7,18,49
S,7,7,16,29
S,7,7,16,27
S,7,7,13,46
S,7,7,12,26
S,7,7,19,34
S,7,7,16,22
S,7,7,19,42
S,7,7,12,23
S,7,7,14,46
S,7,7,11,39
S,7,7,18,31
S,7,7,19,38
S,7,7,18,20
S,7,7,16,49
S,7,7,12,30
S,7,7,15,41
S,7,7,11,47
S,7,7,11,41
S,7,7,17,48
S,7,7,11,43
S,7,7,12,23
S,7,7,19,30
S,7,7,18,44
S,7,7,11,20
S,7,7,12,46
S,7,7,16,38
S,7,7,15,25
S,7,7,10,21
S,7,7,19,43
S,7,7,14,25
S,7,7,20,44
S,7,7,10,25
S,7,7,12,41
S,7,7,15,40
S,7,7,13,37
S,7,7,13,48
S,7,7,13,23
S,7,7,10,36
S,7,7,10,39
S,7,7,20,43
S,7,7,14,35
S,7,7,17,27
S,7,7,16,45
S,7,7,15,30
S,7,7,20,43
S,7,7,18,23
S,7,7,19,25
S,7,7,16,48
S,7,7,18,28
S,7,7,12,45
S,7,7,11,44
S,7,7,14,21
S,7,7,11,43
S,7,7,10,25
S,7,7,18,30
S,7,7,15,35
S,7,7,11,38
S,7,7,20,33
S,7,7,15,27
S,7,7,13,47
S,7,7,13,31
S,7,7,20,35
S,7,7,12,34
S,7,7,20,42
S,7,7,17,31
S,7,7,19,31
S,7,7,17,40
S,7,7,14,35
S,7,7,19,37
S,7,7,16,44
S,7,7,12,26
S,7,7,11,21
S,7,7,12,28
S,7,7,10,46
S,7,7,14,29
S,7,7,13,21
S,7,7,12,48
S,7,7,19,21
S,7,7,18,29
S,7,7,13,20
S,7,7,11,48
S,7,7,15,47
S,7,7,11,34
S,7,7,14,28
S,7,7,15,42
S,7,7,11,40
S,7,7,18,49
S,7,7,16,47
S,7,7,16,33
S,7,7,19,39
S,7,7,17,34
S,7,7,11,37
S,7,7,12,27
S,7,7,15,23
S,7,7,20,34
S,7,7,15,29
S,7,7,14,45
S,7,7,18,29
S,7,7,14,33
S,7,7,12,26
S,7,7,19,20
S,7,7,16,23
S,7,7,20,31
S,7,7,19,22
S,7,7,13,44
S,7,7,17,40
S,7,7,18,46
S,7,7,16,42
S,7,7,11,38
S,7,7,11,46
S,7,7,18,21
S,7,7,13,41
S,7,7,12,46
S,7,7,19,36
S,7,7,11,32
S,7,7,17,21
S,7,7,10,30
S,7,7,15,45
S,7,7,16,43
S,7,7,18,45
S,7,7,12,26
S,7,7,11,27
S,7,7,11,49
S,7,7,11,22
S,7,7,18,25
S,7,7,16,21
S,7,7,19,41
S,7,7,14,21
S,7,7,15,46
S,7,7,12,24
S,7,7,19,26
S,7,7,17,38
S,7,7,12,20
S,7,7,17,43
S,7,7,19,50
S,7,7,16,39
S,7,7,20,48
S,7,7,16,43
S,7,7,11,43
S,7,7,15,46
S,7,7,18,43
S,7,7,15,32
S,7,7,10,34
S,7,7,20,35
S,7,7,16,29
S,7,7,18,46
S,7,7,15,35
S,7,7,11,26
S,7,7,13,48
S,7,7,20,42
S,7,7,18,49
S,7,7,17,35
S,7,7,18,22
S,7,7,15,44
S,7,7,17,29
S,7,7,12,38
S,7,7,20,21
S,7,7,20,31
S,7,7,12,43
S,7,7,14,37
S,7,7,15,22
S,7,7,13,49
S,7,7,15,46
S,7,7,19,41
S,7,7,16,44
S,7,7,12,27
S,7,7,18,46
S,7,7,17,34
S,7,7,18,46
S,7,7,18,47
S,7,7,10,47
S,7,7,12,50
S,7,7,13,29
S,7,7,14,30
S,7,7,12,21
S,7,7,11,31
S,7,7,13,40
S,7,7,11,38
S,7,7,13,21
S,7,7,10,36
S,7,7,13,46
S,7,7,11,30
S,7,7,12,22
S,7,7,20,47
S,7,7,20,30
S,7,7,19,21
S,7,7,14,35
S,7,7,14,35
S,7,7,20,32
S,7,7,18,36
S,7,7,14,29
S,7,7,15,50
S,7,7,17,34
S,7,7,13,21
S,7,7,12,35
S,7,7,20,28
S,7,7,11,37
S,7,7,19,50
S,7,7,12,38
S,7,7,16,44
S,7,7,12,37
S,7,7,10,44
S,7,7,16,21
S,7,7,15,31
S,7,7,14,30
S,7,7,15,36
S,7,7,13,37
S,7,7,14,32
S,7,7,18,40
S,7,7,10,41
S,7,7,18,23
S,7,7,10,40
S,7,7,19,34
S,7,7,13,40
S,7,7,19,49
S,7,7,13,35
S,7,7,19,36
S,7,7,13,45
S,7,7,19,46
S,7,7,20,39
S,7,7,11,28
S,7,7,12,46
S,7,7,15,29
S,7,7,12,41
S,7,7,11,24
S,7,7,10,26
S,7,7,14,28
S,7,7,18,35
S,7,7,15,32
S,7,7,14,21
S,7,7,13,22
S,7,7,11,26
S,7,7,19,32
S,7,7,20,37
S,7,7,17,43
S,7,7,20,47
S,7,7,17,42
S,7,7,12,38
S,7,7,15,29
S,7,7,15,20
S,7,7,14,46
S,7,7,14,23
S,7,7,17,20
S,7,7,18,34
S,7,7,10,37
S,7,7,20,29
S,7,7,13,32
S,7,7,12,23
S,7,7,11,37
S,7,7,20,20
S,7,7,10,38
S,7,7,14,45
S,7,7,12,36
S,7,7,15,25
S,7,7,20,21
S,7,7,19,41
S,7,7,12,35
S,7,7,20,20
S,7,7,18,37
S,7,7,15,44
S,7,7,20,25
S,7,7,15,27
S,7,7,13,49
S,7,7,16,35
S,7,7,13,49
S,7,7,20,36
S,7,7,12,27
S,7,7,15,22
S,7,7,20,48
S,7,7,16,49
S,7,7,18,28
S,7,7,13,25
S,7,7,18,30
S,7,7,13,44
S,7,7,17,23
S,7,7,18,34
S,7,7,10,48
S,7,7,16,23
S,7,7,19,39
S,7,7,19,25
S,7,7,17,29
S,7,7,18,20
S,7,7,11,27
S,7,7,14,45
S,7,7,20,27
S,7,7,12,50
S,7,7,15,21
S,7,7,14,46
S,7,7,18,37
S,7,7,11,38
S,7,7,16,37
S,7,7,12,45
S,7,7,13,47
S,7,7,16,31
S,7,7,12,36
S,7,7,16,20
S,7,7,15,31
S,7,7,10,20
S,7,7,12,39
S,7,7,13,45
S,7,7,13,50
S,7,7,13,40
S,7,7,10,20
S,7,7,19,22
S,7,7,12,40
S,7,7,19,49
S,7,7,18,48
S,7,7,11,34
S,7,7,20,29
S,7,7,13,21
S,7,7,12,36
S,7,7,11,44
S,7,7,15,31
S,7,7,15,27
S,7,7,19,38
S,7,7,16,25
S,7,7,20,29
S,7,7,13,38
S,7,7,10,27
S,7,7,15,48
S,7,7,10,34
S,7,7,20,32
S,7,7,16,39
S,7,7,16,24
S,7,7,14,50
S,7,7,10,47
S,7,7,20,42
S,7,7,13,24
S,7,7,12,35
S,7,7,14,43
S,7,7,10,32
S,7,7,12,43
S,7,7,15,48
S,7,7,14,26
S,7,7,15,29
S,7,7,19,48
S,7,7,18,22
S,7,7,13,39
S,7,7,19,29
S,7,7,12,41
S,7,7,14,31
S,7,7,17,33
S,7,7,16,32
S,7,7,15,47
S,7,7,12,26
S,7,7,13,20
S,7,7,10,45
S,7,7,10,42
S,7,7,15,34
S,7,7,12,40
S,7,7,15,39
S,7,7,14,50
S,7,7,14,34
S,7,7,14,37
S,7,7,14,35
S,7,7,13,35
S,7,7,10,28
S,7,7,13,39
S,7,7,13,36
S,7,7,14,25
S,7,7,11,45
S,7,7,13,27
S,7,7,10,26
S,7,7,14,31
S,7,7,16,26
S,7,7,16,38
S,7,7,19,33
S,7,7,18,49
S,7,7,12,21
S,7,7,13,34
S,7,7,20,21
S,7,7,17,49
S,7,7,17,28
S,7,7,14,32
S,7,7,10,50
