P,2,6,1795,4549.46
P,2,6,295,1253.59
P,2,6,1719,340.28
P,2,6,1985,2084.9
P,2,6,69,3003.53
N,739,2,6,18
80363,2,9
87783,2,4
81379,2,7
69207,2,7
13991,2,7
91549,2,4
77795,2,3
39559,2,3
5143,2,4
89767,2,6
43751,2,3
89763,2,1
88807,2,10
56997,2,8
9799,2,5
44135,2,8
17871,2,10
56795,2,2
N,2017,2,6,20
56903,2,3
70883,2,10
56980,2,8
73447,2,5
16070,2,3
31419,2,3
48823,2,6
73438,2,7
50789,2,5
78311,2,3
73447,2,8
38503,2,2
73303,2,1
39077,2,1
13372,2,2
15069,2,7
47241,2,3
38373,2,7
84694,2,10
67289,2,3
N,2113,2,6,8
56637,2,8
38810,2,4
76999,2,2
6191,2,6
56991,2,1
36525,2,7
60935,2,2
2111,2,8
N,2785,2,6,18
77503,2,3
9191,1,1
71399,2,2
61095,2,2
52413,2,5
89575,2,7
28389,2,7
89762,2,2
21255,2,9
23062,2,1
1975,2,7
6133,2,7
56927,2,8
71398,2,4
63174,2,5
44198,1,10
98023,2,3
65107,2,9
N,630,2,6,13
31396,2,5
14182,2,2
9950,2,8
21730,2,2
66965,2,10
89629,2,3
65251,2,2
85717,2,7
81625,2,3
9975,2,1
34533,2,3
63198,2,3
84630,2,5
N,2273,2,6,20
48815,2,8
6102,2,5
81615,2,1
20082,2,2
5299,2,3
81317,2,4
95669,2,4
48579,2,1
81254,2,9
16037,2,5
35142,2,6
96475,2,4
34206,2,9
70357,2,9
48855,2,9
31967,2,1
46815,2,4
2118,2,5
78477,2,2
89168,2,7
N,2170,2,6,9
95963,2,4
31653,2,8
32227,2,1
57063,2,7
3967,2,7
2118,2,3
72167,2,5
73443,2,1
39615,2,10
N,736,2,6,19
20198,2,3
31971,2,1
32474,2,3
94789,2,7
65117,2,8
44243,2,3
57019,2,3
73031,2,5
63207,2,5
58279,2,1
52671,2,1
46679,2,9
89188,2,9
15591,2,1
24262,2,3
30199,2,6
88799,2,7
89823,2,6
15461,2,5
N,1005,2,6,10
2119,2,10
38631,2,2
86726,2,8
57055,2,2
81511,2,5
62687,2,9
93159,2,2
7623,2,3
4517,2,5
20196,2,5
N,2179,2,6,5
15924,2,4
13415,2,1
56614,2,2
97627,2,1
73383,2,8
N,899,2,6,10
89816,2,4
54205,2,9
64231,2,5
14790,2,8
64967,2,9
81117,2,5
10963,2,2
76438,2,4
34263,2,3
44771,2,7
P,2,6,1282,1234.92
N,1407,2,6,6
65087,2,10
44259,2,2
62114,2,5
10830,2,9
2116,2,2
94309,2,2
P,2,6,1729,1074.98
N,1279,2,6,6
40533,2,1
27107,2,8
23463,2,7
4126,2,4
72113,2,9
56487,2,3
N,2307,2,6,14
84566,2,1
87783,2,8
32470,2,6
79258,2,6
88551,2,10
32295,2,1
56991,2,1
87764,2,7
70049,2,4
30071,2,5
55975,2,6
97425,2,10
73297,2,8
72767,2,8
N,1955,2,6,8
48583,2,4
40359,2,5
48839,2,7
89575,2,1
78751,2,4
92899,2,2
87491,2,1
54495,2,8
N,707,2,6,15
19521,2,5
65254,2,2
81559,2,5
28603,2,1
64439,2,1
72418,2,6
68765,2,4
90726,2,10
79587,2,5
40647,2,10
38111,2,5
48806,2,3
52527,2,6
64223,2,5
73191,2,5
N,2307,2,6,8
23437,2,6
81042,2,7
6143,2,7
56279,2,9
48815,2,5
32437,2,3
79047,2,7
98023,2,8
N,1975,2,6,17
64102,2,2
15974,2,2
55907,2,6
4127,2,9
97629,2,9
40549,2,8
40226,2,6
65252,2,10
89183,2,1
47431,2,6
2231,2,6
15951,2,7
47015,2,6
11999,2,4
64823,2,7
40654,2,6
51606,2,7
N,2050,2,6,16
14785,2,4
78535,2,1
57039,2,2
40475,2,9
10934,2,8
48679,2,4
15078,2,3
24035,2,4
15584,2,6
2035,2,10
81623,2,6
88787,2,5
39879,2,6
56019,2,9
32487,2,8
77127,2,7
N,1269,2,6,17
90407,2,5
32487,2,9
23523,2,5
55895,2,1
78049,2,6
26319,2,7
38563,2,10
73443,2,4
87271,2,8
73374,2,5
5367,2,5
88514,2,7
38115,2,1
87261,2,2
22110,2,8
56918,2,7
96838,2,4
N,318,2,6,13
4151,2,7
81571,2,10
40676,2,1
81107,2,7
60879,2,9
9159,2,7
57055,2,2
70119,2,1
65189,2,3
97891,2,7
85719,2,8
41703,2,3
24039,2,1
N,1146,2,6,8
81479,2,10
84837,2,8
72919,2,1
32486,2,7
89799,2,10
11823,2,2
44453,2,10
68674,2,8
N,123,2,6,13
5635,2,10
73366,2,10
40647,2,6
15841,2,2
40166,2,5
66279,2,9
85731,2,9
24155,2,3
62439,2,1
89159,2,7
30435,2,10
24037,2,10
87650,2,1
N,638,2,6,15
42195,2,3
19623,2,5
30427,2,4
76191,2,7
40679,2,10
56483,2,7
67038,2,8
69047,2,1
70749,2,5
48519,2,8
28858,2,7
31396,2,7
40547,2,2
68689,2,8
15029,2,7
N,75,2,6,16
97575,2,5
13868,2,2
6175,2,4
3846,2,6
95655,2,8
44391,2,9
98023,2,8
86751,2,4
40564,2,5
25886,2,4
42715,2,8
48867,2,7
70091,2,9
73307,2,5
79587,2,3
61157,2,8
N,295,2,6,20
97920,2,5
32443,2,8
28246,2,9
31908,2,9
21187,2,1
89797,2,10
30727,2,5
43719,2,3
96935,2,10
48703,2,4
6084,2,8
44485,2,1
39506,2,2
71783,2,7
48859,2,10
21730,2,7
65239,2,1
22151,2,10
65238,2,10
33446,2,8
N,1146,2,6,18
88413,2,7
15719,2,10
32199,2,8
28383,2,9
12946,2,3
35495,2,7
84710,2,4
68550,2,1
18828,6,5
34023,2,2
64975,2,2
97220,2,6
19655,2,2
72935,2,9
93927,2,5
24285,2,6
28371,2,4
23195,2,3
N,1267,2,6,17
94855,2,8
15335,2,9
5061,2,4
97877,2,7
88739,2,1
64727,2,10
95887,2,9
3988,2,3
9831,2,9
12037,2,1
30271,2,6
24039,2,8
77508,2,7
16091,2,1
48863,2,6
18999,2,1
13918,2,5
