I,8,7,40
I,8,7,45
N,2043,8,7,8
27399,8,2
4983,8,9
84391,8,9
97954,8,7
3261,8,6
32483,8,7
48547,8,1
89703,8,7
N,2207,8,7,5
21223,8,5
56511,8,9
5115,8,10
93926,8,4
64734,8,7
N,2203,8,7,5
5378,8,1
48858,8,1
29926,8,10
55910,8,5
10183,8,10
N,251,8,7,10
46499,8,6
80599,8,9
4981,8,7
6206,8,9
73234,8,5
81294,8,1
40165,8,6
54962,8,4
30117,8,3
68069,8,9
N,1283,8,7,17
98017,8,7
63619,8,4
23511,8,10
80919,8,7
81574,8,1
30111,8,3
92621,8,8
89045,8,3
77539,8,3
82471,8,2
69895,8,5
96675,8,6
40483,8,5
52575,8,8
96359,8,2
85703,8,7
63170,8,3
N,186,8,7,20
38598,8,7
89813,8,4
68823,8,2
48486,8,8
16977,8,1
73287,8,7
89814,8,4
35475,8,2
57063,8,6
32187,8,3
9799,8,8
81601,8,7
24285,8,7
66663,8,5
64869,8,8
15807,8,5
8175,8,5
93351,8,4
40655,8,7
42949,8,9
N,1150,8,7,7
97508,8,9
5119,8,2
71893,8,6
67126,8,1
15335,8,2
6041,8,10
48806,8,9
N,11,8,7,8
69351,8,10
55519,8,2
48701,8,6
70073,8,3
6019,8,7
88807,8,2
6202,8,10
58823,8,8
N,979,8,7,12
13479,8,5
84391,8,9
14913,8,6
97447,8,4
31962,8,4
65253,8,5
14423,8,7
52167,8,8
24158,8,9
94374,8,5
32423,8,3
35043,8,9
N,2243,8,7,15
9830,8,7
37603,8,7
72899,8,8
46743,8,6
16039,8,2
80590,8,1
15759,8,7
64993,8,3
23937,8,9
88412,8,7
52951,8,4
4716,8,4
3631,8,6
78693,8,10
5555,8,6
N,1752,8,7,8
40167,8,8
89711,8,1
32420,8,9
73250,8,4
64667,8,3
71287,8,4
40551,8,6
89575,8,5
N,1139,8,7,10
15159,8,9
80991,8,2
12958,8,4
31458,8,8
15927,8,2
40647,8,6
24135,8,7
54995,8,3
76839,8,5
32452,8,7
N,249,8,7,15
2119,8,7
69335,8,10
23143,8,7
80343,8,10
55751,8,8
12818,8,4
32290,8,10
27358,8,10
15969,8,5
71399,8,3
29415,8,3
76447,8,2
40479,8,5
82534,8,3
69093,8,6
N,515,8,7,8
95386,8,5
70758,8,7
44499,8,5
73383,8,8
84614,8,5
15834,8,7
28070,8,10
81213,8,7
N,1011,8,7,5
52389,8,1
89701,8,7
60382,8,8
34919,8,7
61063,8,1
N,1763,8,7,11
85494,8,6
40069,8,7
63911,8,7
97618,8,4
73443,8,7
54997,3,8
13023,8,7
42974,8,10
4142,8,10
86751,8,9
39527,8,6
N,307,8,7,9
79635,8,5
32257,8,2
48058,8,9
65219,8,1
85587,8,6
79460,8,6
3898,8,5
58999,8,5
40407,8,5
N,1091,8,7,17
89803,8,1
69205,8,6
79591,8,3
39141,8,9
34279,8,2
7223,8,7
11215,8,2
8235,8,7
27907,8,6
56807,7,9
34383,8,2
1607,8,5
31269,8,10
92903,6,5
31959,8,5
5924,8,7
65127,8,1
N,1119,8,7,17
89315,8,7
66083,8,1
30310,8,5
56543,8,1
52952,8,1
16060,8,4
35493,8,4
65159,8,6
28891,8,8
31447,8,9
11807,8,10
89814,8,7
40510,8,1
38367,8,4
57063,8,6
15079,8,4
97511,8,10
N,1730,8,7,7
9287,8,5
64869,8,3
85701,8,1
98019,8,8
6214,8,8
84453,8,3
73287,8,6
N,2791,8,7,19
56614,8,1
22119,8,2
89541,8,7
72417,8,3
5951,7,8
40103,8,7
30437,8,2
13207,8,7
40607,8,5
89606,8,10
36573,8,5
15777,8,10
50902,8,5
6086,8,6
63207,8,5
73407,8,2
56725,8,1
11867,8,9
86117,8,4
N,1782,8,7,15
48863,8,6
6212,8,8
51365,8,9
27217,8,8
69,8,4
64709,8,3
64167,8,1
57062,8,6
12951,8,1
44551,8,9
81442,8,2
36514,8,1
40678,8,6
44583,8,5
27879,8,6
N,2123,8,7,20
16069,8,2
93894,8,8
19815,8,3
13799,8,8
15975,8,5
12231,8,5
1991,8,5
48839,8,1
40623,8,6
62435,8,7
44775,8,8
96997,8,7
98023,8,10
39119,8,6
72103,8,5
65248,8,8
13983,8,2
23975,8,7
40515,8,4
72631,8,1
N,2819,8,7,11
62694,8,1
12519,8,1
55875,8,9
72164,1,10
98021,8,9
69606,8,1
72922,8,3
40675,8,6
39623,8,3
53127,8,3
89829,8,7
N,747,8,7,8
22755,8,8
24166,8,6
7223,8,2
56038,8,3
88294,8,10
62463,8,1
39655,8,4
23998,8,10
N,1762,8,7,18
70350,8,9
30407,8,4
97958,8,7
87655,8,6
71335,8,8
19551,8,7
83547,8,6
73431,8,3
73447,8,9
19663,8,5
20231,8,6
93925,8,5
75495,8,3
64095,8,6
64229,8,7
24278,8,5
73379,8,3
43207,8,9
N,1283,8,7,6
5041,8,1
2109,8,9
65125,8,1
48359,8,1
52711,8,6
43622,8,1
N,987,8,7,13
46802,8,4
63207,8,3
24271,8,5
32487,8,3
79459,8,2
39519,8,8
32067,8,5
32485,8,7
28225,8,4
43518,8,5
69319,8,1
9953,8,10
14086,8,5
N,187,8,7,14
53719,8,6
60949,8,7
46342,8,2
73191,8,8
65253,8,8
46743,8,7
48771,8,6
80584,8,7
81318,8,6
81504,8,4
34535,8,2
46821,8,10
88455,8,2
48447,8,5
N,1259,8,7,5
76775,8,1
4913,8,2
64735,8,6
31973,8,4
19159,8,2
N,1947,8,7,6
54471,8,6
16031,8,1
32351,8,1
77455,8,9
32351,8,6
89811,8,10
N,2171,8,7,11
56851,8,9
79463,8,9
42387,8,1
56998,8,2
14871,8,4
69351,8,5
12496,8,9
31957,8,1
32453,8,1
89313,8,6
9639,8,1
N,2238,8,7,12
24231,8,4
69217,8,9
23270,8,4
96547,8,3
48779,8,8
6007,8,1
5373,8,10
37831,8,8
71911,8,3
89701,8,9
5694,8,10
44775,8,4
N,1963,8,7,12
16085,8,1
81615,8,8
18051,8,7
58193,8,3
24177,8,8
46823,8,10
29158,8,10
88711,8,10
6084,8,7
52957,8,5
66275,8,10
89631,8,2
N,2203,8,7,9
24295,8,6
56775,8,10
29351,8,8
36423,8,8
80483,8,9
71399,8,8
74979,8,7
89797,8,8
24283,8,10
N,705,8,7,13
89823,8,7
38583,8,1
15909,8,6
57063,8,3
5987,8,6
32479,8,9
36809,8,7
16103,8,7
48775,8,6
72295,8,6
97943,8,9
43559,8,9
56999,8,8
N,1151,8,7,20
4116,8,6
2114,8,10
52967,8,4
6192,8,5
40671,8,5
53991,8,5
61125,8,2
48791,8,9
81634,8,9
3525,8,8
65239,8,2
47646,8,5
22640,8,4
24262,8,1
7713,8,2
65231,8,1
89279,8,8
31553,8,6
46305,8,9
39653,8,1
N,1483,8,7,5
46815,8,2
55523,8,6
48868,8,8
15827,8,3
15519,8,7
N,2767,8,7,7
69090,8,7
97891,8,1
89703,8,9
76006,8,1
23643,8,7
72419,8,4
12643,8,6
N,203,8,7,18
48867,8,10
65254,8,3
74724,8,8
63207,8,9
27725,8,6
81380,8,10
68645,8,6
30161,8,10
8705,8,8
32487,8,10
89829,8,10
98013,8,8
16100,8,10
61155,8,7
80611,8,4
63559,8,9
56015,8,8
53702,8,8
N,1779,8,7,8
30939,8,7
24278,8,1
13792,8,9
46743,8,7
44643,8,1
10047,8,5
18143,8,4
