P,7,9,1027,1370.88
P,7,9,2043,4134.84
P,7,9,253,3967.18
P,7,9,1155,2942.55
P,7,9,899,1483.49
P,7,9,331,3933.65
P,7,9,330,1175.63
P,5,8,1265,404.42
P,7,9,1955,3805.19
P,1,8,2805,3533.37
P,7,9,1282,2238.2
N,24,7,9,17
71325,7,8
48407,7,2
37558,7,4
32485,7,4
32067,7,7
84711,7,10
12695,7,10
54119,7,3
56837,7,2
7872,7,8
11655,7,4
63591,7,4
31686,7,5
30263,7,6
43646,7,10
27367,7,3
10165,7,1
N,306,7,9,18
89222,7,8
40679,7,1
30917,7,3
71387,7,7
96963,7,5
81507,7,8
71397,7,3
65223,7,10
23111,7,10
97317,7,5
97735,7,9
55143,7,5
86871,7,3
32433,7,8
80355,7,8
31939,7,3
47119,7,7
54983,7,3
P,6,6,325,3377.42
P,7,9,1249,2812.83
P,7,9,1907,3575.52
P,7,9,2882,4513.71
D,7,10
D,7,10
D,7,3
D,7,3
D,7,10
D,7,4
D,7,6
D,7,8
D,7,9
D,7,7
D,7,5
D,7,5
D,7,8
D,7,1
D,7,1
D,7,7
D,7,5
D,7,7
D,7,1
D,7,10
D,7,4
D,7,4
D,7,9
D,7,9
D,7,10
D,7,5
D,7,1
D,7,6
D,7,1
D,7,4
D,7,5
D,7,9
D,7,6
D,7,4
D,7,9
D,7,5
D,7,6
D,7,7
D,7,2
D,7,10
D,7,9
D,7,4
D,7,1
D,7,8
D,7,3
D,7,1
D,7,7
D,7,5
P,7,9,1256,3161.13
P,7,9,2489,256.05
P,7,9,2643,3740.4
N,2815,7,9,11
64454,7,1
97890,7,3
87749,7,2
99303,7,5
48853,7,6
53215,7,10
44508,7,7
40571,7,4
58953,7,7
6215,7,6
76774,7,7
N,403,7,9,19
10979,7,2
2439,5,1
6961,7,8
72135,7,4
52957,7,4
89542,7,10
73447,7,10
8775,7,8
11966,7,5
97727,7,9
5859,7,4
6146,7,4
31455,7,8
73051,7,5
15935,7,5
52833,7,7
14055,7,2
4966,7,10
5187,7,3
N,1763,7,9,11
72327,7,2
40660,7,4
38627,7,7
31262,7,9
39514,7,9
7971,7,1
62177,7,4
8614,7,9
65231,7,4
67549,7,1
73307,7,4
N,1562,7,9,10
15059,7,2
57007,7,8
65109,7,9
80615,7,5
4103,7,3
15856,7,4
77511,7,1
95894,7,4
71971,7,9
24287,7,9
N,2303,7,9,12
32230,7,10
15715,7,8
28343,7,6
94414,7,1
77023,7,2
67815,7,7
89535,7,1
47303,7,3
62691,7,1
45771,7,2
13025,7,1
62183,7,1
N,2035,7,9,6
28230,7,8
64964,7,5
39910,7,6
38737,7,7
80342,7,6
9119,7,5
N,314,7,9,19
10971,7,9
15333,7,6
29827,7,3
80589,7,2
22707,7,6
32163,7,2
96999,7,1
54947,7,8
44518,7,1
78271,7,2
81607,7,9
40519,7,6
85175,5,6
46311,7,2
64783,7,5
24295,7,3
57061,7,7
52662,7,5
73379,7,2
N,61,7,9,15
88271,2,9
24172,7,1
73415,7,5
56885,7,2
93799,7,6
57063,7,1
48871,7,7
22231,7,5
23745,7,4
57061,7,6
20583,7,5
20134,7,6
14917,7,7
87192,7,10
72215,7,3
N,2295,7,9,7
19430,7,4
5163,7,9
39783,7,10
1899,7,2
3655,7,7
38915,7,5
13506,7,8
N,1241,7,9,15
12886,7,10
65252,7,10
40147,7,7
56551,7,6
46789,7,1
43035,7,2
97762,7,6
26178,7,4
77281,7,10
1834,7,8
73431,7,1
28323,7,4
93725,7,4
42199,7,4
47332,7,7
N,299,7,9,7
72903,7,3
6207,7,4
31039,7,5
93787,7,2
72743,7,7
93085,7,10
40566,7,4
N,75,7,9,7
48870,7,2
89671,7,2
89300,7,10
44606,7,1
24293,7,4
5822,7,1
32347,7,4
N,11,7,9,20
46681,7,5
89747,7,9
65245,7,2
76470,7,4
11967,7,8
40547,7,1
15827,7,7
32349,7,6
10721,7,7
52643,7,4
39454,7,2
56995,7,6
77541,7,7
5045,7,8
24151,7,5
15063,7,4
81631,7,9
89423,7,1
48095,7,3
11735,7,7
N,1153,7,9,8
64229,7,4
20039,7,10
96931,7,2
93733,7,1
88550,7,9
28254,7,3
89793,7,2
5179,7,3
N,1763,7,9,18
39524,7,4
52831,7,7
37235,7,2
30687,7,10
32083,7,4
40161,7,8
76515,7,9
98023,7,4
2117,7,4
88614,7,7
48863,7,5
40535,7,7
81639,7,9
92506,7,3
32484,7,10
66271,7,6
48196,7,5
52599,7,5
N,1147,7,9,11
28864,7,3
57062,7,7
14791,7,10
6023,7,9
88102,7,6
69303,7,5
64871,7,6
24033,7,4
15765,7,6
90823,7,7
28067,7,8
N,121,7,9,12
72359,7,5
64607,7,6
64487,7,5
70366,7,2
71998,7,5
7170,7,9
4769,7,10
18078,7,1
81502,7,2
22145,7,7
56867,7,4
6048,7,1
N,1027,7,9,13
4357,7,5
44258,7,3
38589,7,6
30418,7,6
87783,7,3
89399,7,2
24023,7,10
65222,7,7
96919,7,9
42587,7,4
6199,7,3
15683,7,1
48727,7,9
N,2907,7,9,15
40295,7,10
38618,7,7
64206,7,4
47714,7,4
46723,7,10
85126,7,1
5943,7,3
83506,7,5
46695,7,7
33319,7,1
36583,7,2
31451,7,1
44694,7,5
1839,7,4
12345,7,8
N,315,7,9,13
61143,7,6
11991,7,4
35263,7,1
40662,7,5
85734,7,4
16058,7,10
72901,7,10
92719,7,1
15058,7,5
65255,7,5
8795,7,6
47816,7,10
31830,7,2
N,1249,7,9,15
27110,7,1
15717,7,1
80513,7,7
92885,7,4
54502,7,6
74971,7,5
36575,7,9
63366,7,4
6079,7,7
67543,7,8
27222,7,7
24014,7,6
43719,7,7
40547,7,3
72879,7,7
N,1023,7,9,20
89820,7,3
35550,7,5
35271,7,6
6202,7,10
87775,7,8
93917,7,3
48515,7,5
15719,7,3
23527,7,9
91431,7,2
1337,7,1
32205,7,10
76500,7,5
73383,6,1
51810,7,6
91775,7,8
81575,7,5
56803,7,10
88225,7,4
62359,7,2
N,2691,7,9,5
90711,7,7
64222,7,4
40679,7,1
10853,7,9
88807,7,7
N,899,7,9,7
99695,7,6
6215,7,2
88615,7,2
97507,7,4
89795,7,8
5165,7,2
23677,7,1
N,1563,7,9,19
9702,7,9
31971,7,10
5909,7,1
61093,7,5
39335,7,5
96343,7,6
50917,7,7
65253,7,3
81093,7,10
29798,7,3
14031,7,2
56318,7,6
94693,7,7
31975,7,9
24263,7,9
6214,7,3
24229,7,8
12007,7,4
77475,7,8
N,263,7,9,17
69221,7,5
23751,7,1
32151,7,7
30406,7,5
64711,7,8
64485,7,1
2100,7,4
50791,7,9
48736,7,6
81575,7,8
15781,7,4
65226,7,2
65243,7,7
52932,7,2
38630,7,3
64915,7,9
48727,7,2
P,7,9,2273,2973.63
N,1857,7,9,5
64061,7,7
28193,7,9
15526,7,10
63207,7,10
77670,7,3
N,2799,7,9,10
21155,7,6
56251,7,10
73314,7,5
40639,7,4
65247,7,4
64739,7,9
73445,7,7
80327,7,5
23765,7,6
96212,7,4
N,331,7,9,13
57031,7,3
40405,7,7
60549,7,6
52615,7,6
77243,7,3
97431,7,6
5125,7,1
16101,7,7
97511,7,2
63581,7,9
24198,7,10
56039,7,2
85731,7,2
