P,7,2,2288,3349.32
P,7,2,890,4436.75
P,7,2,1153,843.52
P,7,2,325,4228.6
P,7,2,1407,1301.44
P,7,2,2303,4219.61
P,7,2,2017,2014.55
P,7,2,2159,3964.82
P,7,2,755,2157.98
P,7,2,1250,1668.78
P,7,2,1207,3083.57
P,7,2,1153,3314.76
N,2595,7,2,10
87255,7,4
48423,7,8
52967,7,3
65236,7,1
23271,7,2
88034,7,6
6209,7,1
16103,7,1
15527,7,1
27365,7,2
N,2179,7,2,15
65063,7,3
6203,7,9
47691,7,2
55783,7,3
79974,7,8
69149,7,3
1331,7,7
80409,7,5
55908,7,2
69221,7,8
60827,7,8
54689,7,9
89733,7,6
56486,7,10
44775,7,3
O,7,2,1280
N,1153,7,2,16
24229,7,2
24287,7,8
7110,7,2
32222,7,7
48551,7,2
28327,7,3
44741,7,4
77541,7,1
97927,7,1
48295,7,9
18918,7,4
48053,7,2
89815,7,9
13539,7,3
94919,7,10
31419,7,2
N,139,7,2,5
4028,7,5
12327,7,10
61027,7,5
30262,7,9
81191,7,9
N,66,7,2,18
87505,7,1
89622,7,9
72271,7,10
65251,7,8
40615,5,7
88807,7,10
47330,7,7
24295,7,8
96199,7,1
89750,7,6
33503,7,10
30103,7,4
69255,7,3
98021,7,8
73447,7,4
24295,7,1
23957,7,9
62651,7,5
N,265,7,2,20
64962,7,3
32474,7,8
73277,7,1
85479,7,3
24109,7,8
12855,7,7
54501,7,3
28359,7,7
93871,7,7
72927,7,5
60761,7,3
27878,7,5
76709,7,3
16095,7,7
73040,7,5
31973,7,6
38723,7,10
6209,7,3
14530,7,4
55783,7,9
N,1437,7,2,19
8167,7,5
73423,7,4
97823,7,2
24272,7,8
81639,7,8
36583,7,10
71362,7,9
20150,7,5
97747,7,6
24263,7,9
17879,7,4
71378,7,1
25319,7,3
65233,7,9
87527,7,4
97894,7,6
57054,7,4
9926,7,9
72149,7,3
N,1282,7,2,19
68005,7,5
97613,7,4
38375,7,9
40487,7,10
